,id_transcricao,data_reuniao,setor,porte_empresa,canal,produto_principal,transcricao,risco_de_churn,oportunidade_upsell,mencao_concorrente
86,T087,2026-05-03,Indústria,Grande,Google Meet,Protheus,durante reuniao empresa setor industria porte grande analista ti afirmou utiliza principalmente modulo protheus pediu proposta automacao processos alem disso afirmou usuarios evitam usar algumas telas complexidade conversa reforcou necessidade padronizacao cadastro qualidade dados sugerida prova conceito validar aderencia,1,1,0
87,T088,2026-05-29,Tecnologia,Grande,Google Meet,Manufatura,durante reuniao empresa setor tecnologia porte grande coordenador operacoes disse utiliza principalmente modulo manufatura mencionou risco cancelamento problema persistir alem disso discutidos responsaveis prazos proximos passos area negocio pediu alertas automaticos acompanhar desvios criticos sugerida prova conceito validar aderencia,1,0,0
88,T089,2026-05-24,Distribuição,Média,Teams,Fiscal,durante reuniao empresa setor distribuicao porte media analista ti afirmou utiliza principalmente modulo fiscal listadas pendencias proxima sprint alem disso cliente pediu documentacao tecnica complementar conversa reforcou necessidade padronizacao cadastro qualidade dados decisao dependera percepcao valor proximas semanas,0,0,0
89,T090,2026-05-26,Logística,Média,Presencial,Protheus,durante reuniao empresa setor logistica porte media equipe comercial observou utiliza principalmente modulo protheus demonstrou abertura piloto dashboard gerencial alem disso comentou diretoria questiona valor entregue time interno considera importante acelerar adocao usuarios finais proxima etapa sera consolidar requisitos priorizar entregas,1,0,0
90,T0091,2026-05-28 00:00:00,Educação,Grande,Zoom,Fiscal,durante reuniao empresa setor educacao porte grande diretora financeira explicou utiliza principalmente modulo fiscal reuniao foco mapeamento processo atual alem disso sinalizou disposicao investir novo modulo ainda ano cliente mencionou avaliando proposta comercial sap ficou combinado retornar plano acao nova demonstracao,0,1,1
91,T0092,2026-08-18 00:00:00,Serviços,Pequena,Presencial,RH,durante reuniao empresa setor servicos porte pequena responsavel projeto destacou utiliza principalmente modulo rh reuniao foco mapeamento processo atual alem disso alinhamento sobre proximos marcos cronograma area negocio pediu alertas automaticos acompanhar desvios criticos time pediu acompanhamento quinzenal medir evolucao,0,0,0
92,T0093,2026-07-07 00:00:00,Saúde,Média,Google Meet,RH,durante reuniao empresa setor saude porte media responsavel projeto destacou utiliza principalmente modulo rh citou insatisfacao suporte ultimo mes alem disso time revisou relatorios operacionais ultimo mes relatou concorrente ofereceu condicoes comerciais vantajosas escopo proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
93,T0094,2026-07-02 00:00:00,Agronegócio,Pequena,Zoom,Protheus,durante reuniao empresa setor agronegocio porte pequena diretor ti ressaltou utiliza principalmente modulo protheus comentou diretoria questiona valor entregue alem disso alinhamento sobre proximos marcos cronograma conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,1,0,0
94,T0095,2026-05-12 00:00:00,Logística,Média,Teams,ERP,durante reuniao empresa setor logistica porte media analista financeiro pontuou utiliza principalmente modulo erp equipe validou escopo projeto proxima fase alem disso registrou atraso recorrente fechamento financeiro time tecnico reforcou importancia manter base dados atualizada ficou combinado retornar plano acao nova demonstracao,1,0,0
95,T0096,2026-05-27 00:00:00,Logística,Pequena,Teams,Protheus,durante reuniao empresa setor logistica porte pequena lider operacoes declarou utiliza principalmente modulo protheus mencionou contrato perto vencimento previsao renovacao alem disso listadas pendencias proxima sprint conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,1,0,0
96,T0097,2026-08-06 00:00:00,Serviços,Grande,Presencial,BI,durante reuniao empresa setor servicos porte grande responsavel projeto destacou utiliza principalmente modulo bi demonstrou abertura piloto dashboard gerencial alem disso equipe alinhou cronograma nova rodada testes informou processo cotacao linx partes alinharam retorno ate duas semanas,0,0,1
97,T0098,2026-04-13 00:00:00,Saúde,Pequena,Teams,Manufatura,durante reuniao empresa setor saude porte pequena supervisor fiscal comentou utiliza principalmente modulo manufatura mostrou interesse modulo fiscal relatorios inteligentes alem disso listadas pendencias proxima sprint equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena,0,1,0
98,T0099,2026-04-30 00:00:00,Tecnologia,Média,Google Meet,Analytics,durante reuniao empresa setor tecnologia porte media responsavel projeto destacou utiliza principalmente modulo analytics listadas pendencias proxima sprint alem disso demonstrou abertura piloto dashboard gerencial mencionado concorrencia apresentou proposta agressiva decisao dependera percepcao valor proximas semanas,0,0,1
99,T0100,2026-06-16 00:00:00,Tecnologia,Grande,Teams,BI,durante reuniao empresa setor tecnologia porte grande gestor comentou utiliza principalmente modulo bi demonstrou abertura piloto dashboard gerencial alem disso alinhamento sobre proximos marcos cronograma mencionou salesforce entrou contato oferecendo modulo crm ficou definido followup proxima quinzena diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,1
100,T0101,2026-04-15 00:00:00,Distribuição,Grande,Zoom,Analytics,durante reuniao empresa setor distribuicao porte grande analista financeiro pontuou utiliza principalmente modulo analytics validada necessidade treinamento usuarioschave alem disso revisao indicadores serao acompanhados comentou recebeu cotacao senior sistemas condicoes atrativas ficou definido followup proxima quinzena,0,0,1
101,T0102,2026-05-25 00:00:00,Tecnologia,Grande,Teams,ERP,durante reuniao empresa setor tecnologia porte grande analista ti afirmou utiliza principalmente modulo erp informou confianca equipe sistema caiu ultimos meses alem disso revisao indicadores serao acompanhados conversa reforcou necessidade padronizacao cadastro qualidade dados ficou combinado retornar plano acao nova demonstracao,1,0,0
102,T0103,2026-05-27 00:00:00,Indústria,Pequena,Zoom,Financeiro,durante reuniao empresa setor industria porte pequena diretora financeira explicou utiliza principalmente modulo financeiro citou insatisfacao suporte ultimo mes alem disso feita retrospectiva entregas ultimo trimestre cliente mencionou avaliando proposta comercial sap ficou combinado retornar plano acao nova demonstracao,1,0,1
103,T0104,2026-07-31 00:00:00,Distribuição,Média,Presencial,Financeiro,durante reuniao empresa setor distribuicao porte media diretora financeira explicou utiliza principalmente modulo financeiro validada necessidade treinamento usuarioschave alem disso apresentado status atual plano implantacao tambem apareceu necessidade melhorar visibilidade indicadores diretoria partes alinharam retorno ate duas semanas,0,0,0
104,T0105,2026-04-26 00:00:00,Indústria,Média,Google Meet,Analytics,durante reuniao empresa setor industria porte media gerente rh informou utiliza principalmente modulo analytics solicitou apresentacao funcionalidades avancadas bi alem disso equipe alinhou cronograma nova rodada testes cliente quer reduzir trabalho manual centralizar dados unica plataforma partes alinharam retorno ate duas semanas,0,1,0
105,T0106,2026-08-19 00:00:00,Saúde,Pequena,,Protheus,durante reuniao empresa setor saude porte pequena diretora financeira explicou utiliza principalmente modulo protheus equipe alinhou cronograma nova rodada testes alem disso alinhamento sobre proximos marcos cronograma informou processo cotacao linx ficou definido followup proxima quinzena,0,0,1
106,T0107,2026-04-01 00:00:00,Serviços,Média,Presencial,ERP,durante reuniao empresa setor servicos porte media analista ti afirmou utiliza principalmente modulo erp time revisou relatorios operacionais ultimo mes alem disso feita retrospectiva entregas ultimo trimestre comentou recebeu cotacao senior sistemas condicoes atrativas ficou combinado retornar plano acao nova demonstracao,0,0,1
107,T0108,2026-06-20 00:00:00,Indústria,Pequena,,CRM,durante reuniao empresa setor industria porte pequena coordenador operacoes disse utiliza principalmente modulo crm discutidos responsaveis prazos proximos passos alem disso feita retrospectiva entregas ultimo trimestre existe expectativa ganho produtividade automacao fluxo aprovacao proxima etapa sera consolidar requisitos priorizar entregas,0,0,0
108,T0109,2026-07-13 00:00:00,Saúde,Grande,Teams,RH,durante reuniao empresa setor saude porte grande supervisor fiscal comentou utiliza principalmente modulo rh citou insatisfacao suporte ultimo mes alem disso mostrou interesse modulo fiscal relatorios inteligentes equipe destacou importancia documentar bem processos internos time pediu acompanhamento quinzenal medir evolucao,1,1,0
109,T0110,2026-07-11 00:00:00,Educação,Grande,Google Meet,CRM,durante reuniao empresa setor educacao porte grande gestor comentou utiliza principalmente modulo crm registrou atraso recorrente fechamento financeiro alem disso reuniao foco mapeamento processo atual cliente mencionou avaliando proposta comercial sap proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
110,T0111,2026-04-18 00:00:00,Distribuição,Média,Google Meet,BI,durante reuniao empresa setor distribuicao porte media time atendimento apontou utiliza principalmente modulo bi equipe validou escopo projeto proxima fase alem disso manifestou interesse expandir uso sistema outras unidades time tecnico reforcou importancia manter base dados atualizada decisao dependera percepcao valor proximas semanas,0,1,0
111,T0112,2026-04-28 00:00:00,Tecnologia,Pequena,Google Meet,ERP,durante reuniao empresa setor tecnologia porte pequena supervisor fiscal comentou utiliza principalmente modulo erp disse time sobrecarregado retrabalho alem disso time revisou relatorios operacionais ultimo mes revelou sankhya ofereceu desconto agressivo possivel migracao decisao dependera percepcao valor proximas semanas,1,0,1
112,T0113,2026-07-18 00:00:00,Construção,Pequena,Zoom,Fluig,durante reuniao empresa setor construcao porte pequena lider operacoes declarou utiliza principalmente modulo fluig reclamou falhas integracao sistemas alem disso apresentado status atual plano implantacao comentou recebeu cotacao senior sistemas condicoes atrativas ficou definido followup proxima quinzena,1,0,1
113,T0114,2026-05-09 00:00:00,Tecnologia,Pequena,Google Meet,RH,durante reuniao empresa setor tecnologia porte pequena coordenador operacoes disse utiliza principalmente modulo rh listadas pendencias proxima sprint alem disso avaliando contratar modulo analytics mencionado concorrencia apresentou proposta agressiva decisao dependera percepcao valor proximas semanas,0,1,1
114,T0115,2026-07-01 00:00:00,Distribuição,Grande,Teams,Analytics,durante reuniao empresa setor distribuicao porte grande gestor comentou utiliza principalmente modulo analytics alinhamento sobre proximos marcos cronograma alem disso discutidos responsaveis prazos proximos passos comentou recebeu cotacao senior sistemas condicoes atrativas ficou combinado retornar plano acao nova demonstracao,0,0,1
